property_id,assessor_parcel_id,pin,site_address,zip_code,council_district,community_plan_area,neighborhood_council,base_zoning,base_zoning_description,full_zoning_code,general_plan_land_use,specific_plan_area,overlay_count,lot_size_sqft,building_size_sqft,year_built,number_of_units,use_code,assessed_land_value,assessed_improvement_value,total_assessed_value,toc_eligible,opportunity_zone,high_quality_transit,residential_market_area,commercial_market_area,methane_zone,flood_zone,fault_zone,rent_stabilization,housing_replacement_required,data_completeness_score,development_score,score_breakdown,suggested_use,investment_tier,latitude,longitude,dist_downtown_miles,dist_santa_monica_miles,dist_hollywood_miles,dist_lax_miles,dist_ucla_miles,dist_usc_miles,nearest_metro_station,nearest_metro_distance,nearest_metro_lines,freeway_distance_miles,walkability_score,location_premium_bonus,transit_accessibility_bonus,highway_access_bonus,total_geographic_bonus,enhanced_development_score,enhanced_investment_tier,enhanced_suggested_use
1,4306-026-007,129B165 778,9406 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7172.3,4648.0,1996.0,1.0,0100 - Residential - Single Family Residence,537555.0,769552.0,1307107.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026007],,87.5,31.14,"{""zoning_score"": 40.0, ""lot_size_score"": 70.57433333333333, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33776,5.4,9.09,3.45,8.57,6.27,3.65,Koreatown/Wilshire,1.78,Purple,2.47,55,0.0,2.0,0.0,2.0,33.14,D,Hold/Income Property
2,4306-026-008,129B165 783,9400 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7172.3,2835.0,1948.0,1.0,0100 - Residential - Single Family Residence,458469.0,169955.0,628424.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026008],,87.5,32.64,"{""zoning_score"": 40.0, ""lot_size_score"": 70.57433333333333, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.3377,5.39,9.09,3.45,8.57,6.27,3.65,Koreatown/Wilshire,1.78,Purple,2.47,55,0.0,2.0,0.0,2.0,34.64,D,SB9 Lot Split Opportunity
3,4306-026-009,129B165 786,9350 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7052.9,3016.0,1941.0,1.0,0100 - Residential - Single Family Residence,338584.0,472665.0,811249.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026009],,87.5,31.54,"{""zoning_score"": 40.0, ""lot_size_score"": 70.17633333333333, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33720000000001,5.36,9.12,3.45,8.59,6.3,3.63,Koreatown/Wilshire,1.75,Purple,2.44,55,0.0,2.0,0.0,2.0,33.54,D,Hold/Income Property
4,4306-026-010,129B165 794,9344 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7052.8,2106.0,1941.0,1.0,0100 - Residential - Single Family Residence,464152.0,171791.0,635943.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026010],,87.5,32.54,"{""zoning_score"": 40.0, ""lot_size_score"": 70.176, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33714,5.36,9.12,3.45,8.59,6.3,3.62,Koreatown/Wilshire,1.75,Purple,2.44,55,0.0,2.0,0.0,2.0,34.54,D,SB9 Lot Split Opportunity
5,4306-026-011,129B165 800,9338 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6771.8,2046.0,1941.0,1.0,0100 - Residential - Single Family Residence,443241.0,225424.0,668665.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026011],,87.5,31.21,"{""zoning_score"": 40.0, ""lot_size_score"": 68.85900000000001, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33708,5.36,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.44,55,0.0,2.0,0.0,2.0,33.21,D,SB9 Lot Split Opportunity
6,4306-026-012,129B165 810,9332 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6682.9,4656.0,2005.0,1.0,0100 - Residential - Single Family Residence,1636063.0,3555046.0,5191109.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026012],,87.5,30.6,"{""zoning_score"": 40.0, ""lot_size_score"": 68.4145, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33702000000001,5.35,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.43,55,0.0,2.0,0.0,2.0,32.6,D,Hold/Income Property
7,4306-026-013,129B169 1169,9326 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6867.1,2761.0,1941.0,1.0,0100 - Residential - Single Family Residence,1115240.0,419322.0,1534562.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026013],,87.5,32.33,"{""zoning_score"": 40.0, ""lot_size_score"": 69.3355, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33696,5.35,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.43,55,0.0,2.0,0.0,2.0,34.33,D,SB9 Lot Split Opportunity
8,4306-026-014,129B169 1179,9320 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7216.8,5031.0,2007.0,1.0,0101 - Residential - Single Family Residence - Pool,1554392.0,1387676.0,2942068.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026014],,87.5,31.18,"{""zoning_score"": 40.0, ""lot_size_score"": 70.72266666666667, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.3369,5.35,9.14,3.45,8.6,6.32,3.61,Koreatown/Wilshire,1.73,Purple,2.43,55,0.0,2.0,0.0,2.0,33.18,D,Hold/Income Property
9,4306-026-015,129B169 1188,9314 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7490.4,4349.0,2017.0,1.0,0101 - Residential - Single Family Residence - Pool,2098446.0,1944012.0,4042458.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026015],,87.5,31.41,"{""zoning_score"": 40.0, ""lot_size_score"": 71.63466666666666, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33684000000001,5.34,9.14,3.45,8.6,6.32,3.61,Koreatown/Wilshire,1.73,Purple,2.42,55,0.0,2.0,0.0,2.0,33.41,D,Hold/Income Property
10,4306-026-016,129B169 1192,9308 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7592.2,4581.0,1940.0,1.0,0101 - Residential - Single Family Residence - Pool,340992.0,681740.0,1022732.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026016],,87.5,31.49,"{""zoning_score"": 40.0, ""lot_size_score"": 71.974, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33678,5.34,9.14,3.45,8.6,6.33,3.61,Koreatown/Wilshire,1.73,Purple,2.42,55,0.0,2.0,0.0,2.0,33.49,D,Hold/Income Property
11,4306-026-017,129B169 1194,9302 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,9967.5,2547.0,1941.0,1.0,0100 - Residential - Single Family Residence,196524.0,158758.0,355282.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026017],,87.5,33.97,"{""zoning_score"": 40.0, ""lot_size_score"": 79.89166666666667, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33672,5.34,9.15,3.45,8.6,6.33,3.6,Koreatown/Wilshire,1.73,Purple,2.42,55,0.0,2.0,0.0,2.0,35.97,D,Assembly Opportunity Lead
12,4306-026-018,129B169 1268,9301 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,8319.2,3801.0,1978.0,1.0,0104 - Residential - Single Family Residence - Therapy Pool (Spa),529218.0,704572.0,1233790.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026018],,87.5,32.6,"{""zoning_score"": 40.0, ""lot_size_score"": 74.39733333333334, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33671000000001,5.34,9.15,3.45,8.6,6.33,3.6,Koreatown/Wilshire,1.72,Purple,2.42,55,0.0,2.0,0.0,2.0,34.6,D,Hold/Income Property
13,4306-026-019,129B169 1269,9309 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6487.6,4650.0,1948.0,1.0,0100 - Residential - Single Family Residence,965543.0,1120770.0,2086313.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026019],,87.5,30.36,"{""zoning_score"": 40.0, ""lot_size_score"": 67.438, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33679000000001,5.34,9.14,3.45,8.6,6.32,3.61,Koreatown/Wilshire,1.73,Purple,2.42,55,0.0,2.0,0.0,2.0,32.36,D,Hold/Income Property
14,4306-026-020,129B169 1264,9315 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6569.8,2954.0,1947.0,1.0,0104 - Residential - Single Family Residence - Therapy Pool (Spa),121292.0,228880.0,350172.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026020],,87.5,30.96,"{""zoning_score"": 40.0, ""lot_size_score"": 67.849, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33685,5.34,9.14,3.45,8.6,6.32,3.61,Koreatown/Wilshire,1.73,Purple,2.42,55,0.0,2.0,0.0,2.0,32.96,D,Hold/Income Property
15,4306-026-021,129B169 1259,9321 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6900.7,2028.0,1941.0,1.0,0100 - Residential - Single Family Residence,147434.0,129225.0,276659.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026021],,87.5,31.38,"{""zoning_score"": 40.0, ""lot_size_score"": 69.5035, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33691,5.35,9.14,3.45,8.59,6.32,3.61,Koreatown/Wilshire,1.74,Purple,2.43,55,0.0,2.0,0.0,2.0,33.38,D,Hold/Income Property
16,4306-026-022,129B169 1248,9327 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7080.1,3470.0,1942.0,1.0,0101 - Residential - Single Family Residence - Pool,1321422.0,1429000.0,2750422.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026022],,87.5,31.57,"{""zoning_score"": 40.0, ""lot_size_score"": 70.267, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33697000000001,5.35,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.43,55,0.0,2.0,0.0,2.0,33.57,D,Hold/Income Property
17,4306-026-023,129B169 1237,9333 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7080.1,2317.0,1941.0,1.0,0100 - Residential - Single Family Residence,508814.0,276227.0,785041.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026023],,87.5,31.57,"{""zoning_score"": 40.0, ""lot_size_score"": 70.267, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33703,5.35,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.43,55,0.0,2.0,0.0,2.0,33.57,D,Hold/Income Property
18,4306-026-024,129B165 860,9339 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7079.8,3340.0,1948.0,1.0,0100 - Residential - Single Family Residence,477036.0,532291.0,1009327.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026024],,87.5,31.57,"{""zoning_score"": 40.0, ""lot_size_score"": 70.266, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33709,5.36,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.44,55,0.0,2.0,0.0,2.0,33.57,D,Hold/Income Property
19,4306-026-025,129B165 848,9345 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7310.7,8604.0,2022.0,1.0,0103 - Residential - Single Family Residence - Pool and Misc.,1087614.0,3596433.0,4684047.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026025],,87.5,31.26,"{""zoning_score"": 40.0, ""lot_size_score"": 71.03566666666667, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33715000000001,5.36,9.12,3.45,8.59,6.3,3.62,Koreatown/Wilshire,1.75,Purple,2.44,55,0.0,2.0,0.0,2.0,33.26,D,Hold/Income Property
20,4306-026-026,129B165 841,9351 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7509.0,2943.0,1941.0,1.0,0100 - Residential - Single Family Residence,74396.0,73728.0,148124.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026026],,87.5,31.92,"{""zoning_score"": 40.0, ""lot_size_score"": 71.69666666666667, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33721,5.36,9.12,3.45,8.59,6.3,3.63,Koreatown/Wilshire,1.75,Purple,2.44,55,0.0,2.0,0.0,2.0,33.92,D,Hold/Income Property
21,4306-026-027,129B165 830,,0,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,3863.6,5398.0,2005.0,1.0,0101 - Residential - Single Family Residence - Pool,1091447.0,1407309.0,2498756.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026027],,81.2,25.66,"{""zoning_score"": 40.0, ""lot_size_score"": 48.635999999999996, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,25.66,D,Hold/Income Property
22,4306-026-030,129B165 821,9415 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7609.8,3405.0,1942.0,1.0,0101 - Residential - Single Family Residence - Pool,821072.0,532979.0,1354051.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026030],,87.5,32.01,"{""zoning_score"": 40.0, ""lot_size_score"": 72.03266666666667, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33785,5.4,9.09,3.45,8.57,6.26,3.66,Koreatown/Wilshire,1.78,Purple,2.47,55,0.0,2.0,0.0,2.0,34.01,D,Hold/Income Property
23,4306-026-031,129B165 819,9419 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7537.4,3277.0,1940.0,1.0,0101 - Residential - Single Family Residence - Pool,188657.0,295439.0,484096.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026031],,87.5,31.95,"{""zoning_score"": 40.0, ""lot_size_score"": 71.79133333333333, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33789,5.4,9.08,3.45,8.57,6.26,3.66,Koreatown/Wilshire,1.79,Purple,2.48,55,0.0,2.0,0.0,2.0,33.95,D,Hold/Income Property
24,4306-026-032,129B165 822,9425 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7572.2,2860.0,1954.0,1.0,0100 - Residential - Single Family Residence,199914.0,0.0,199914.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026032],,87.5,32.98,"{""zoning_score"": 40.0, ""lot_size_score"": 71.90733333333333, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33795,5.41,9.08,3.45,8.57,6.26,3.66,Koreatown/Wilshire,1.79,Purple,2.48,55,0.0,2.0,0.0,2.0,34.98,D,SB9 Lot Split Opportunity
25,4306-026-033,129B165 823,9431 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7460.9,2538.0,1941.0,1.0,0101 - Residential - Single Family Residence - Pool,570577.0,166370.0,736947.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026033],,87.5,32.88,"{""zoning_score"": 40.0, ""lot_size_score"": 71.53633333333333, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33801,5.41,9.08,3.45,8.56,6.26,3.67,Koreatown/Wilshire,1.79,Purple,2.48,55,0.0,2.0,0.0,2.0,34.88,D,SB9 Lot Split Opportunity
26,4306-026-034,129B165 826,9437 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,8401.3,3407.0,1941.0,1.0,0101 - Residential - Single Family Residence - Pool,385013.0,575956.0,960969.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026034],,87.5,32.67,"{""zoning_score"": 40.0, ""lot_size_score"": 74.67099999999999, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33807,5.41,9.07,3.45,8.56,6.25,3.67,Koreatown/Wilshire,1.8,Purple,2.49,55,0.0,2.0,0.0,2.0,34.67,D,Hold/Income Property
27,4306-026-035,129B165 784,,0,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,1724.6,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026035],Yes,75.0,22.37,"{""zoning_score"": 40.0, ""lot_size_score"": 31.497333333333334, ""transit_bonus"": 0.0, ""financial_score"": 10.0, ""risk_penalty"": 5.0}",Teardown/Rebuild Opportunity,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,22.37,D,Teardown/Rebuild Opportunity
28,4306-026-036,129B165 829,,0,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,1715.5,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026036],Yes,75.0,22.36,"{""zoning_score"": 40.0, ""lot_size_score"": 31.436666666666667, ""transit_bonus"": 0.0, ""financial_score"": 10.0, ""risk_penalty"": 5.0}",Teardown/Rebuild Opportunity,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,22.36,D,Teardown/Rebuild Opportunity
29,4306-026-037,129B165 824,9407 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7715.8,5630.0,1949.0,1.0,0101 - Residential - Single Family Residence - Pool,2637452.0,774213.0,3411665.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306026037],,87.5,32.6,"{""zoning_score"": 40.0, ""lot_size_score"": 72.386, ""transit_bonus"": 0.0, ""financial_score"": 10.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33777,5.4,9.09,3.45,8.57,6.27,3.65,Koreatown/Wilshire,1.78,Purple,2.47,55,0.0,2.0,0.0,2.0,34.6,D,SB9 Lot Split Opportunity
30,4306-027-001,129B165 787,9500 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,8399.0,2526.0,1949.0,1.0,0100 - Residential - Single Family Residence,731743.0,161912.0,893655.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027001],,87.5,33.37,"{""zoning_score"": 40.0, ""lot_size_score"": 74.66333333333333, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.3387,5.45,9.04,3.45,8.55,6.22,3.7,Koreatown/Wilshire,1.83,Purple,2.52,55,0.0,2.0,0.0,2.0,35.37,D,Assembly Opportunity Lead
31,4306-027-002,129B165 834,9501 W CRESTA DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7799.1,2521.0,1948.0,1.0,0100 - Residential - Single Family Residence,777224.0,212491.0,989715.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027002],,87.5,32.87,"{""zoning_score"": 40.0, ""lot_size_score"": 72.66366666666667, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 8.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33871,5.45,9.04,3.45,8.55,6.22,3.7,Koreatown/Wilshire,1.83,Purple,2.52,55,0.0,2.0,0.0,2.0,34.87,D,SB9 Lot Split Opportunity
32,4306-027-003,129B165 831,,0,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,1715.3,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027003],Yes,75.0,22.06,"{""zoning_score"": 40.0, ""lot_size_score"": 31.435333333333332, ""transit_bonus"": 0.0, ""financial_score"": 10.0, ""risk_penalty"": 8.0}",Teardown/Rebuild Opportunity,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,22.06,D,Teardown/Rebuild Opportunity
33,4306-027-004,129B165 788,,0,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,1715.3,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027004],Yes,75.0,22.06,"{""zoning_score"": 40.0, ""lot_size_score"": 31.435333333333332, ""transit_bonus"": 0.0, ""financial_score"": 10.0, ""risk_penalty"": 8.0}",Teardown/Rebuild Opportunity,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,22.06,D,Teardown/Rebuild Opportunity
34,4306-027-005,129B165 790,9508 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7199.8,2786.0,1948.0,1.0,0100 - Residential - Single Family Residence,573788.0,349683.0,923471.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027005],,87.5,31.37,"{""zoning_score"": 40.0, ""lot_size_score"": 70.666, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33878,5.45,9.03,3.45,8.54,6.21,3.7,Koreatown/Wilshire,1.83,Purple,2.52,55,0.0,2.0,0.0,2.0,33.37,D,Hold/Income Property
35,4306-027-006,129B165 792,9514 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7079.5,2695.0,1948.0,1.0,0101 - Residential - Single Family Residence - Pool,1490708.0,929626.0,2420334.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027006],,87.5,31.27,"{""zoning_score"": 40.0, ""lot_size_score"": 70.265, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33884,5.46,9.03,3.45,8.54,6.21,3.71,Koreatown/Wilshire,1.84,Purple,2.52,55,0.0,2.0,0.0,2.0,33.27,D,Hold/Income Property
36,4306-027-007,129B165 795,9520 W OAKMORE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2-O,Low Residential,,1,7079.3,2194.0,1949.0,1.0,0101 - Residential - Single Family Residence - Pool,72607.0,67043.0,139650.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306027007],,87.5,31.27,"{""zoning_score"": 40.0, ""lot_size_score"": 70.26433333333334, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 8.0}",Hold/Income Property,D,34.0522,-118.33890000000001,5.46,9.03,3.45,8.54,6.21,3.71,Koreatown/Wilshire,1.84,Purple,2.53,55,0.0,2.0,0.0,2.0,33.27,D,Hold/Income Property
