property_id,assessor_parcel_id,pin,site_address,zip_code,council_district,community_plan_area,neighborhood_council,base_zoning,base_zoning_description,full_zoning_code,general_plan_land_use,specific_plan_area,overlay_count,lot_size_sqft,building_size_sqft,year_built,number_of_units,use_code,assessed_land_value,assessed_improvement_value,total_assessed_value,toc_eligible,opportunity_zone,high_quality_transit,residential_market_area,commercial_market_area,methane_zone,flood_zone,fault_zone,rent_stabilization,housing_replacement_required,data_completeness_score,development_score,score_breakdown,suggested_use,investment_tier,latitude,longitude,dist_downtown_miles,dist_santa_monica_miles,dist_hollywood_miles,dist_lax_miles,dist_ucla_miles,dist_usc_miles,nearest_metro_station,nearest_metro_distance,nearest_metro_lines,freeway_distance_miles,walkability_score,location_premium_bonus,transit_accessibility_bonus,highway_access_bonus,total_geographic_bonus,enhanced_development_score,enhanced_investment_tier,enhanced_suggested_use
754,4110-012-015,102B165 186,6347 W NANCY ST,90045,CD 11 - Traci Park,Westchester - Playa del Rey,Westchester/Playa,R1,Single Family Residential,R1V2,Low Residential,LOS ANGELES COASTAL TRANSPORTATION CORRIDOR,2,6911.6,1937.0,1951.0,1.0,0100 - Residential - Single Family Residence,744335.0,278424.0,1022759.0,True,Not Eligible,Yes,High,High,Methane Buffer Zone,Outside Flood Zone,,No [APN: 4110012015],,93.8,38.99,"{""zoning_score"": 40.0, ""lot_size_score"": 69.558, ""transit_bonus"": 35.0, ""financial_score"": 15.0, ""risk_penalty"": 9.0}",SB9 Lot Split Opportunity,D,34.0522,-118.30717,3.64,10.8,3.9,9.53,8.0,2.41,Koreatown/Wilshire,0.68,Purple,1.25,60,0.0,4.0,1.0,5.0,43.99,C,SB9 Lot Split Opportunity + Location Premium
755,2403-015-012,189B181 351,9966 W GLENCREST CIR,91504,CD 2 - Adrin Nazarian,Sun Valley - La Tuna Canyon,Sun Valley,R1,Single Family Residential,R1-1,Low Residential,,0,5757.3,1274.0,1950.0,1.0,0100 - Residential - Single Family Residence,19025.0,40419.0,59444.0,True,Not Eligible,,Low,Medium,,Outside Flood Zone,,No [APN: 2403015012],,84.4,34.75,"{""zoning_score"": 40.0, ""lot_size_score"": 63.786500000000004, ""transit_bonus"": 20.0, ""financial_score"": 8.0, ""risk_penalty"": 0.0}",Hold/Income Property,D,34.0522,-118.34336,5.72,8.78,3.46,8.43,5.95,3.92,Koreatown/Wilshire,2.08,Purple,2.76,50,0.0,0.0,0.0,0.0,34.75,D,Hold/Income Property
756,2543-015-070,204B181 348,9916 W RANCHO CABALLO DR,91040,CD 7 - Monica Rodriguez,Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon,Foothill Trails District,RA-1-K,,RA-1-K,Very Low I Residential,SAN GABRIEL / VERDUGO MOUNTAINS SCENIC PRESERVATION,2,17520.8,2593.0,1980.0,1.0,0101 - Residential - Single Family Residence - Pool,163867.0,404296.0,568163.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2543015070],,84.4,33.28,"{""zoning_score"": 32.0, ""lot_size_score"": 87.5208, ""transit_bonus"": 0.0, ""financial_score"": 8.0, ""risk_penalty"": 6.0}",Hold/Income Property,D,34.0522,-118.34286,5.69,8.81,3.45,8.44,5.98,3.9,Koreatown/Wilshire,2.05,Purple,2.73,50,0.0,0.0,0.0,0.0,33.28,D,Hold/Income Property
757,5216-002-030,136-5A233 76,4816 E DRUID ST,90032,CD 14 - Ysabel Jurado,Northeast Los Angeles,LA32,R1,Single Family Residential,R1-1,Low Residential,,0,4987.8,1218.0,1953.0,1.0,0100 - Residential - Single Family Residence,215675.0,164045.0,379720.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 5216002030],,87.5,32.77,"{""zoning_score"": 40.0, ""lot_size_score"": 59.878, ""transit_bonus"": 15.0, ""financial_score"": 8.0, ""risk_penalty"": 0.0}",Hold/Income Property,D,34.0522,-118.19554000000001,2.76,17.12,8.92,14.36,14.37,5.53,Soto,0.6,Gold,1.55,60,0.0,4.0,1.0,5.0,37.77,D,Hold/Income Property + Location Premium
758,2427-012-003,156B177 214,7423 W WOODROW WILSON DR,90046,CD 4 - Nithya Raman,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,Hollywood Hills West,RE,Residential Estate,RE15-1-H,Very Low Residential,MULHOLLAND SCENIC PARKWAY (OUTER CORRIDOR),2,23041.4,4836.0,1954.0,1.0,0104 - Residential - Single Family Residence - Therapy Pool (Spa),1790753.0,1217736.0,3008489.0,False,Not Eligible,,Medium,High,,Outside Flood Zone,,No [APN: 2427012003],,87.5,37.45,"{""zoning_score"": 35.0, ""lot_size_score"": 100, ""transit_bonus"": 0.0, ""financial_score"": 8.0, ""risk_penalty"": 6.0}",Hold/Income Property,D,34.0522,-118.31793,4.26,10.2,3.65,9.16,7.39,2.79,Koreatown/Wilshire,0.84,Purple,1.57,60,0.0,4.0,1.0,5.0,42.45,C,Hold/Income Property + Location Premium
759,4387-013-019,153B165 321,2294 N BETTY LN,90210,CD 5 - Katy Young Yaroslavsky,Bel Air - Beverly Crest,Bel Air-Beverly Crest,RE,Residential Estate,RE15-1-H-HCR,Very Low II Residential,,0,12081.5,2703.0,1960.0,1.0,0100 - Residential - Single Family Residence,508560.0,234555.0,743115.0,False,Not Eligible,,High,High,,Outside Flood Zone,,No [APN: 4387013019],,84.4,33.57,"{""zoning_score"": 35.0, ""lot_size_score"": 82.0815, ""transit_bonus"": 0.0, ""financial_score"": 8.0, ""risk_penalty"": 0.0}",Hold/Income Property,D,34.11514,-118.2937,5.2,13.11,2.75,13.59,9.25,6.41,Hollywood/Vine,2.11,Red,1.83,50,0.0,0.0,1.0,1.0,34.57,D,Hold/Income Property
761,2357-033-018,168B161 462,12800 W RIVERSIDE DR,91607,CD 4 - Nithya Raman,Van Nuys - North Sherman Oaks,,(Q)CR-1VL-RIO,,(Q)CR-1VL-RIO,General Commercial,,1,11818.9,17417.0,1985.0,0.0,1700 - Commercial - Office Building - One Story,3053666.0,2273106.0,5326772.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2357033018],Yes,84.4,35.4,"{""zoning_score"": 35.0, ""lot_size_score"": 81.8189, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 3.0}",Hold/Income Property,D,34.0522,-118.3717,7.34,7.22,3.92,7.84,4.37,5.38,Expo/La Cienega,3.09,Expo,1.83,50,0.0,0.0,1.0,1.0,36.4,D,Hold/Income Property
762,4258-006-011,120B153 207,2623 S FEDERAL AVE,90064,CD 11 - Traci Park,Palms - Mar Vista - Del Rey,Mar Vista,R1,Single Family Residential,R1V2,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,5403.6,919.0,2021.0,1.0,Not Available,706611.0,382034.0,1088645.0,False,Not Eligible,Yes,High,High,,Outside Flood Zone,,Yes [APN: 4258006011],,90.6,32.7,"{""zoning_score"": 40.0, ""lot_size_score"": 62.018, ""transit_bonus"": 15.0, ""financial_score"": 8.0, ""risk_penalty"": 6.0}",Hold/Income Property,D,34.02597,-118.2437,1.81,14.21,7.58,11.05,11.93,2.39,Pershing Square,1.63,"Red,Purple",1.7,55,0.0,2.0,1.0,3.0,35.7,D,Assembly Opportunity Lead
763,5085-012-031,132B177 1269,5501 W SAN VICENTE BLVD,90019,CD 5 - Katy Young Yaroslavsky,Wilshire,Mid City West,R3,Multiple Family Residential,R3-1-O-HPOZ,Medium Residential,,2,8649.5,5500.0,0.0,8.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,562990.0,560294.0,1123284.0,True,Not Eligible,Yes,Medium-High,High,Methane Zone,Outside Flood Zone,,Yes [APN: 5085012031],,90.6,51.02,"{""zoning_score"": 75.0, ""lot_size_score"": 75.49833333333333, ""transit_bonus"": 35.0, ""financial_score"": 0.0, ""risk_penalty"": 11.0}",TOC Multi-Family (20-50 units),C,34.0572,-118.31871000000001,4.32,10.23,3.31,9.42,7.3,3.08,Koreatown/Wilshire,0.64,Purple,1.87,60,0.0,4.0,1.0,5.0,56.02,C+,TOC Multi-Family (20-50 units) + Location Premium
765,2531-018-022,213B169 646,11474 N PRAGER AVE,91342,CD 7 - Monica Rodriguez,Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon,Foothill Trails District,RS-1,,RS-1,Low Residential,,0,7504.2,1432.0,1959.0,1.0,0100 - Residential - Single Family Residence,138163.0,103198.0,241361.0,False,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 2531018022],,84.4,35.02,"{""zoning_score"": 38.0, ""lot_size_score"": 71.68066666666667, ""transit_bonus"": 15.0, ""financial_score"": 8.0, ""risk_penalty"": 0.0}",Hold/Income Property,D,34.16694,-118.2437,7.91,17.46,7.05,18.12,13.38,10.24,Woodman,5.68,Orange,1.79,50,0.0,0.0,1.0,1.0,36.02,D,Assembly Opportunity Lead
766,5462-011-022,151-5A219 170,3633 N RICHARDSON DR,90065,CD 1 - Eunisses Hernandez,Northeast Los Angeles,Glassell Park,RE,Residential Estate,RE20-1-HCR,Very Low Residential,MOUNT WASHINGTON - GLASSELL PARK,2,5985.2,,,,010V - Residential - Single Family Residence - Vacant Land,40349.0,0.0,40349.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 5462011022],,78.1,28.88,"{""zoning_score"": 35.0, ""lot_size_score"": 64.926, ""transit_bonus"": 0.0, ""financial_score"": 10.0, ""risk_penalty"": 6.0}",Teardown/Rebuild Opportunity,D,34.08853,-118.2437,2.5,14.98,5.55,13.8,11.64,5.14,Civic Center/Grand Park,2.25,"Red,Purple",0.82,45,0.0,0.0,2.0,2.0,30.88,D,Teardown/Rebuild Opportunity
767,4294-005-008,100-5A147 38,20 E QUARTERDECK ST,90292,CD 11 - Traci Park,Venice,Venice,R3,Multiple Family Residential,R3-1,Medium Residential,VENICE COASTAL ZONE,2,3082.4,5094.0,1989.0,3.0,"0200 - Residential - Double, Duplex, or Two Units - 4 Stories or Less",562928.0,597725.0,1160653.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4294005008],,90.6,35.36,"{""zoning_score"": 75.0, ""lot_size_score"": 40.824, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 11.0}",Small Lot Subdivision,D,34.0522,-118.2435,0.01,14.39,6.47,12.1,11.63,3.15,Civic Center/Grand Park,0.32,"Red,Purple",0.4,60,0.0,10.0,3.0,13.0,48.36,C,TOD Development Site
768,2727-009-010,201B101 595,22335 W PLUMMER ST,91311,CD 12 - John Lee,Chatsworth - Porter Ranch,Chatsworth,A1,Agricultural,A1-1,Very Low I Residential,VALLEY CIRCLE BOULEVARD - PLUMMER STREET SCENIC CORRIDOR,2,30022.0,1974.0,1948.0,1.0,0100 - Residential - Single Family Residence,498174.0,136198.0,634372.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2727009010],,87.5,31.15,"{""zoning_score"": 15.0, ""lot_size_score"": 100, ""transit_bonus"": 0.0, ""financial_score"": 15.0, ""risk_penalty"": 6.0}",Prime Redevelopment Site,D,34.0522,-118.46705,12.81,2.65,8.11,8.28,1.7,10.64,Westwood/Rancho Park,2.09,Expo,2.43,50,0.0,0.0,0.0,0.0,31.15,D,Prime Redevelopment Site
769,4251-026-011,120B157 885,3424 S TILDEN AVE,90034,CD 5 - Katy Young Yaroslavsky,Palms - Mar Vista - Del Rey,Mar Vista,R1,Single Family Residential,R1-1,Low Residential,WEST LOS ANGELES TRANSPORTATION IMPROVEMENT AND MITIGATION,2,5406.1,2587.0,1941.0,1.0,0100 - Residential - Single Family Residence,636665.0,561220.0,1197885.0,True,Not Eligible,Yes,High,High,,Outside Flood Zone,,No [APN: 4251026011],,90.6,36.41,"{""zoning_score"": 40.0, ""lot_size_score"": 62.0305, ""transit_bonus"": 35.0, ""financial_score"": 5.0, ""risk_penalty"": 6.0}",Hold/Income Property,D,34.01796,-118.2437,2.36,14.21,7.97,10.78,12.08,2.4,LATTC/Ortho Institute,1.97,Expo,2.24,55,0.0,2.0,0.0,2.0,38.41,D,Hold/Income Property
770,4494-024-024,138B137 141,,0,CD 11 - Traci Park,Brentwood - Pacific Palisades,,RE,Residential Estate,RE15-1-H,Very Low II Residential,,0,1054.3,4360.0,1969.0,1.0,0101 - Residential - Single Family Residence - Pool,447845.0,808674.0,1256519.0,False,Not Eligible,,High,High,,Outside Flood Zone,,No [APN: 4494024024],,75.0,19.01,"{""zoning_score"": 35.0, ""lot_size_score"": 27.028666666666666, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 0.0}",Hold/Income Property,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,19.01,D,Hold/Income Property
771,2340-014-013,174B165 221,5760 N WILKINSON AVE,91607,CD 2 - Adrin Nazarian,North Hollywood - Valley Village,Greater Valley Glen,R1,Single Family Residential,R1-1,Low Residential,,0,6305.0,1900.0,1958.0,1.0,0101 - Residential - Single Family Residence - Pool,261457.0,168671.0,430128.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2340014013],,87.5,38.13,"{""zoning_score"": 40.0, ""lot_size_score"": 66.525, ""transit_bonus"": 35.0, ""financial_score"": 5.0, ""risk_penalty"": 0.0}",Hold/Income Property,D,34.1098,-118.2437,3.97,15.5,5.49,14.9,11.89,6.48,Civic Center/Grand Park,3.71,"Red,Purple",0.71,45,0.0,0.0,2.0,2.0,40.13,C,Hold/Income Property
772,2607-015-040,213B133 149,17164 W GUNTHER ST,91344,CD 12 - John Lee,Granada Hills - Knollwood,Granada Hills North,RS-1,,RS-1,Low I Residential,,0,7557.6,1837.0,1963.0,1.0,0100 - Residential - Single Family Residence,112120.0,212198.0,324318.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2607015040],,81.2,32.06,"{""zoning_score"": 38.0, ""lot_size_score"": 71.85866666666666, ""transit_bonus"": 0.0, ""financial_score"": 8.0, ""risk_penalty"": 0.0}",Hold/Income Property,D,34.0522,-118.41534,9.85,4.9,5.57,7.57,2.06,7.75,Westwood/Rancho Park,1.53,Expo,0.31,45,3.47,2.0,3.0,8.47,40.53,C,Hold/Income Property + Location Premium
773,2782-037-034,195B113 15,19901 W NORDHOFF ST,91324,CD 12 - John Lee,Chatsworth - Porter Ranch,Chatsworth,P,Parking,P-1,Light Manufacturing,,0,721357.0,7116.0,1958.0,0.0,3100 - Industrial - Light Manufacturing - One Story,2266209.0,4483947.0,6750156.0,True,Not Eligible,Yes,Low,Low,,Outside Flood Zone,,No [APN: 2782037034],,87.5,45.05,"{""zoning_score"": 35.0, ""lot_size_score"": 100, ""transit_bonus"": 35.0, ""financial_score"": 8.0, ""risk_penalty"": 0.0}",Hold/Income Property,D,34.0522,-118.44271,11.42,3.59,6.87,7.82,1.16,9.27,Westwood/Rancho Park,1.11,Expo,1.31,55,0.0,2.0,1.0,3.0,48.05,C,Assembly Opportunity Lead
775,2301-022-026,189B157 597,7863 N GREENBUSH AVE,91402,CD 6 - Imelda Padilla,Mission Hills - Panorama City - North Hills,Panorama City,R1,Single Family Residential,R1-1,Low Residential,,0,8051.4,2119.0,1961.0,1.0,0101 - Residential - Single Family Residence - Pool,79664.0,166928.0,246592.0,False,Not Eligible,,Low,Medium,,Outside Flood Zone,,No [APN: 2301022026],,84.4,32.88,"{""zoning_score"": 40.0, ""lot_size_score"": 73.50466666666667, ""transit_bonus"": 0.0, ""financial_score"": 5.0, ""risk_penalty"": 0.0}",Hold/Income Property,D,34.130829999999996,-118.2437,5.42,16.14,5.81,16.05,12.32,7.84,Civic Center/Grand Park,5.16,"Red,Purple",1.89,50,0.0,0.0,1.0,1.0,33.88,D,Hold/Income Property
776,4115-014-018,096B153 1183,,0,CD 11 - Traci Park,Westchester - Playa del Rey,Westchester/Playa,R1,Single Family Residential,R1-1,Low Residential,LOS ANGELES COASTAL TRANSPORTATION CORRIDOR,2,849.6,,,,010V - Residential - Single Family Residence - Vacant Land,610182.0,0.0,610182.0,False,Not Eligible,,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4115014018],,75.0,20.32,"{""zoning_score"": 40.0, ""lot_size_score"": 25.664, ""transit_bonus"": 0.0, ""financial_score"": 10.0, ""risk_penalty"": 11.0}",Teardown/Rebuild Opportunity,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,20.32,D,Teardown/Rebuild Opportunity
777,4415-001-030,129B121 860,16654 W SUNSET BLVD,90272,CD 11 - Traci Park,Brentwood - Pacific Palisades,,R1,Single Family Residential,R1-1,Low Residential,,0,4543.5,3469.0,1949.0,1.0,0100 - Residential - Single Family Residence,1885204.0,0.0,1885204.0,False,Not Eligible,,High,High,,Outside Flood Zone,,No [APN: 4415001030],,81.2,28.86,"{""zoning_score"": 40.0, ""lot_size_score"": 55.435, ""transit_bonus"": 0.0, ""financial_score"": 10.0, ""risk_penalty"": 0.0}",Teardown/Rebuild Opportunity,D,34.0722,-118.42024,10.22,5.46,5.1,8.97,1.45,8.48,Westwood/Rancho Park,2.55,Expo,1.53,50,0.0,0.0,1.0,1.0,29.86,D,Teardown/Rebuild Opportunity
778,2278-017-019,159B149 94,14900 W RHINESTONE DR,91403,CD 4 - Nithya Raman,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,Sherman Oaks,RE,Residential Estate,RE15-1-H,Very Low Residential,MULHOLLAND SCENIC PARKWAY (OUTER CORRIDOR),2,16758.4,2414.0,1958.0,1.0,0100 - Residential - Single Family Residence,65429.0,972060.0,1037489.0,False,Not Eligible,,Medium,High,,Outside Flood Zone,,No [APN: 2278017019],,87.5,34.14,"{""zoning_score"": 35.0, ""lot_size_score"": 86.7584, ""transit_bonus"": 0.0, ""financial_score"": 8.0, ""risk_penalty"": 6.0}",Hold/Income Property,D,34.0522,-118.3927,8.55,6.09,4.62,7.61,3.22,6.51,Westwood/Rancho Park,2.64,Expo,0.94,45,0.0,0.0,2.0,2.0,36.14,D,Hold/Income Property
779,2649-023-035,207B145 736,15113 W MINNEHAHA ST,91345,CD 7 - Monica Rodriguez,Mission Hills - Panorama City - North Hills,Mission Hills,R1,Single Family Residential,R1-1-O,Low Residential,,1,8099.5,1097.0,1951.0,1.0,0100 - Residential - Single Family Residence,227503.0,213261.0,440764.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2649023035],,87.5,35.92,"{""zoning_score"": 40.0, ""lot_size_score"": 73.665, ""transit_bonus"": 15.0, ""financial_score"": 8.0, ""risk_penalty"": 3.0}",Hold/Income Property,D,34.0522,-118.39483,8.67,5.97,4.7,7.6,3.11,6.62,Westwood/Rancho Park,2.53,Expo,0.89,45,0.0,0.0,2.0,2.0,37.92,D,Hold/Income Property
781,5686-011-014,162A223 303,1900 W OAK TREE DR,90041,CD 14 - Ysabel Jurado,Northeast Los Angeles,Eagle Rock,R1,Single Family Residential,R1-1-HCR,Low Residential,,0,5605.3,1225.0,1920.0,1.0,0100 - Residential - Single Family Residence,131235.0,31063.0,162298.0,True,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 5686011014],,87.5,38.26,"{""zoning_score"": 40.0, ""lot_size_score"": 63.0265, ""transit_bonus"": 35.0, ""financial_score"": 15.0, ""risk_penalty"": 0.0}",SB9 Lot Split Opportunity,D,34.0522,-118.26270000000001,1.09,13.31,5.57,11.26,10.53,2.42,7th St/Metro Center,0.32,"Red,Purple,Blue",0.22,55,0.0,10.0,3.0,13.0,51.26,C+,TOD Development Site
782,2654-003-805,195B145 17,9037 N SEPULVEDA BLVD,91343,CD 7 - Monica Rodriguez,Mission Hills - Panorama City - North Hills,North Hills East,C2,General Commercial,C2-1,Community Commercial,,0,55191.4,926.0,1934.0,1.0,8100 - Miscellaneous - Utility,0.0,0.0,0.0,True,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,No [APN: 2654003805],,87.5,64.3,"{""zoning_score"": 90.0, ""lot_size_score"": 100, ""transit_bonus"": 35.0, ""financial_score"": 8.0, ""risk_penalty"": 0.0}",Mixed-Use Development,C,34.14257,-118.2437,6.23,16.54,6.13,16.71,12.62,8.62,Hollywood/Vine,5.53,Red,1.45,50,0.0,0.0,1.0,1.0,65.3,B,Mixed-Use Development
785,2280-023-018,159B141 244,3431 N CASTLEWOODS PL,91403,CD 4 - Nithya Raman,Encino - Tarzana,Encino,RE,Residential Estate,RE15-1-H,Very Low II Residential,MULHOLLAND SCENIC PARKWAY (OUTER CORRIDOR),2,10858.2,2972.0,1964.0,1.0,0101 - Residential - Single Family Residence - Pool,73509.0,183179.0,256688.0,False,Not Eligible,Yes,Medium,Medium,,Outside Flood Zone,,No [APN: 2280023018],,90.6,35.36,"{""zoning_score"": 35.0, ""lot_size_score"": 80.8582, ""transit_bonus"": 15.0, ""financial_score"": 5.0, ""risk_penalty"": 6.0}",Hold/Income Property,D,34.08651,-118.2437,2.36,14.93,5.57,13.7,11.62,5.02,Civic Center/Grand Park,2.11,"Red,Purple",0.95,45,0.0,0.0,2.0,2.0,37.36,D,Hold/Income Property
787,7463-001-001,009B193 55,1095 W 22ND ST,90731,CD 15 - Tim McOsker,San Pedro,Coastal San Pedro,RD2,,RD2-1XL,Low Medium II Residential,,0,5003.8,6320.0,1963.0,8.0,0500 - Residential - Five or More Units or Apartments (Any Combination) - 4 Stories or Less,1020000.0,1956618.0,2976618.0,False,Not Eligible,Yes,Low,Medium,,Outside Flood Zone,,Yes [APN: 7463001001],,84.4,46.0,"{""zoning_score"": 80.0, ""lot_size_score"": 60.019, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 0.0}",Small Multi-Family Development,D,34.0522,-118.25465,0.63,13.76,5.94,11.61,10.99,2.7,Pershing Square,0.29,"Red,Purple",0.31,60,0.0,10.0,3.0,13.0,59.0,C+,TOD Development Site
788,4426-022-024,135B137 104,33 N OAKMONT DR,90049,CD 11 - Traci Park,Brentwood - Pacific Palisades,,RE,Residential Estate,RE40-1-H,Minimum Residential,,0,35511.1,4356.0,1966.0,1.0,0101 - Residential - Single Family Residence - Pool,271241.0,2334657.0,2605898.0,False,Not Eligible,,High,High,,Outside Flood Zone,,No [APN: 4426022024],,81.2,38.05,"{""zoning_score"": 35.0, ""lot_size_score"": 100, ""transit_bonus"": 0.0, ""financial_score"": 8.0, ""risk_penalty"": 0.0}",Hold/Income Property,D,34.05253,-118.2437,0.02,14.38,6.45,12.11,11.61,3.16,Civic Center/Grand Park,0.3,"Red,Purple",0.4,60,0.0,10.0,3.0,13.0,51.05,C+,TOD Development Site
789,5466-032-035,150A223 245,,0,CD 1 - Eunisses Hernandez,Northeast Los Angeles,Arroyo Seco,R1,Single Family Residential,R1-1-HCR,Low Residential,MOUNT WASHINGTON - GLASSELL PARK,2,356.8,1118.0,1949.0,1.0,0101 - Residential - Single Family Residence - Pool,481219.0,309156.0,790375.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 5466032035],,81.2,18.99,"{""zoning_score"": 40.0, ""lot_size_score"": 22.378666666666668, ""transit_bonus"": 0.0, ""financial_score"": 0.0, ""risk_penalty"": 6.0}",Hold/Income Property,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,18.99,D,Hold/Income Property
792,2032-018-005,177B085 501,24633 W EILAT ST,91367,CD 3 - Bob Blumenfield,Canoga Park - Winnetka - Woodland Hills - West Hills,Woodland Hills-Warner Center,RE,Residential Estate,RE11-1,Very Low Residential,,0,12330.0,2293.0,1966.0,1.0,0101 - Residential - Single Family Residence - Pool,216807.0,178025.0,394832.0,False,Not Eligible,,Medium,Medium,,Outside Flood Zone,,No [APN: 2032018005],,84.4,33.63,"{""zoning_score"": 35.0, ""lot_size_score"": 82.33, ""transit_bonus"": 0.0, ""financial_score"": 8.0, ""risk_penalty"": 0.0}",Hold/Income Property,D,34.0522,-118.49003,14.13,2.26,9.32,8.9,2.82,11.94,Downtown Santa Monica,3.1,Expo,1.63,50,0.0,0.0,1.0,1.0,34.63,D,Hold/Income Property
794,7425-016-016,033B209 215,1214 E ROBIDOUX ST,90744,CD 15 - Tim McOsker,Wilmington - Harbor City,Wilmington,[Q]R2-1XL-O-CUGU,,[Q]R2-1XL-O-CUGU,Low Medium I Residential,,1,5761.8,500.0,1925.0,1.0,0100 - Residential - Single Family Residence,81134.0,12650.0,93784.0,True,Not Eligible,Yes,Low,Low,Methane Zone,Outside Flood Zone,,No [APN: 7425016016],Yes,90.6,35.9,"{""zoning_score"": 35.0, ""lot_size_score"": 63.809, ""transit_bonus"": 35.0, ""financial_score"": 15.0, ""risk_penalty"": 8.0}",Teardown/Rebuild Opportunity,D,34.0522,-118.23156,0.7,15.07,7.06,12.64,12.31,3.7,Union Station,0.31,"Red,Purple,Gold",1.07,70,0.0,10.0,1.0,11.0,46.9,C,TOD Development Site
795,2568-005-023,202-5A201 53,10049 N SILVERTON AVE,91042,CD 7 - Monica Rodriguez,Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon,Sunland-Tujunga,RD3,,RD3-1,Low Medium I Residential,FOOTHILL BOULEVARD CORRIDOR,2,7260.9,1107.0,1921.0,1.0,0100 - Residential - Single Family Residence,130436.0,90914.0,221350.0,False,Not Eligible,,Low,Low,,Outside Flood Zone,,No [APN: 2568005023],Yes,87.5,47.67,"{""zoning_score"": 85.0, ""lot_size_score"": 70.86966666666666, ""transit_bonus"": 0.0, ""financial_score"": 8.0, ""risk_penalty"": 6.0}",Small Multi-Family Development,D,34.15269,-118.2437,6.93,16.91,6.48,17.29,12.92,9.29,Hollywood/Vine,5.92,Red,1.37,50,0.0,0.0,1.0,1.0,48.67,C,Assembly Opportunity Lead
796,4247-029-007,114B153 566,12566 W PRESTON WAY,90066,CD 11 - Traci Park,Palms - Mar Vista - Del Rey,Mar Vista,R1,Single Family Residential,R1V2,Low Residential,LOS ANGELES COASTAL TRANSPORTATION CORRIDOR,2,6230.1,642.0,1946.0,1.0,0100 - Residential - Single Family Residence,1167328.0,427944.0,1595272.0,False,Not Eligible,Yes,High,High,,Outside Flood Zone,,Yes [APN: 4247029007],,90.6,34.44,"{""zoning_score"": 40.0, ""lot_size_score"": 66.15050000000001, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 6.0}",SB9 Lot Split Opportunity,D,34.0522,-118.36936,7.21,7.35,3.86,7.88,4.5,5.25,Expo/La Cienega,3.1,Expo,1.95,50,0.0,0.0,1.0,1.0,35.44,D,Assembly Opportunity Lead
797,7347-017-035,045B193 468,22888 S LOCKNESS AVE,90501,CD 15 - Tim McOsker,Harbor Gateway,Harbor Gateway South,M2,Light Industrial,M2-1VL,Light Manufacturing,,0,20405.5,10975.0,1988.0,0.0,"3310 - Industrial - Warehousing, Distribution, Storage - Warehousing, Distribution, 10,000 to 24,999 SF - One Story",620012.0,677919.0,1297931.0,False,Not Eligible,Yes,Low,Low,Methane Zone,Outside Flood Zone,,No [APN: 7347017035],,90.6,53.75,"{""zoning_score"": 75.0, ""lot_size_score"": 100, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Creative Office/Live-Work,C,33.82332,-118.2437,15.78,19.62,19.99,12.52,20.51,13.93,Del Amo,3.17,Blue,2.78,50,0.0,0.0,0.0,0.0,53.75,C+,Creative Office/Live-Work
